#截止2023-09-25，中国移动IP地址段共计5791条。移动AS区域
#IP起始	结束	数量	网络
36.152.112.0	36.152.119.255	2048	36.152.112.0/21
36.152.120.0	36.152.123.255	1024	36.152.120.0/22
36.152.124.0	36.152.124.255	256	36.152.124.0/24
36.152.125.0	36.152.125.255	256	36.152.125.0/24
36.152.126.0	36.152.126.255	256	36.152.126.0/24
36.152.127.0	36.152.127.255	256	36.152.127.0/24
36.152.128.0	36.152.131.255	1024	36.152.128.0/22
36.152.132.0	36.152.135.255	1024	36.152.132.0/22
36.152.136.0	36.152.139.255	1024	36.152.136.0/22
36.152.137.0	36.152.137.255	256	36.152.137.0/24
36.152.139.0	36.152.139.255	256	36.152.139.0/24
36.152.140.0	36.152.143.255	1024	36.152.140.0/22
36.152.144.0	36.152.159.255	4096	36.152.144.0/20
36.152.152.0	36.152.152.255	256	36.152.152.0/24
36.152.160.0	36.152.161.255	512	36.152.160.0/23
36.152.162.0	36.152.163.255	512	36.152.162.0/23
36.152.164.0	36.152.167.255	1024	36.152.164.0/22
36.152.168.0	36.152.175.255	2048	36.152.168.0/21
36.152.176.0	36.152.179.255	1024	36.152.176.0/22
36.152.180.0	36.152.183.255	1024	36.152.180.0/22
36.152.184.0	36.152.187.255	1024	36.152.184.0/22
36.152.188.0	36.152.191.255	1024	36.152.188.0/22
36.152.192.0	36.152.195.255	1024	36.152.192.0/22
36.152.196.0	36.152.199.255	1024	36.152.196.0/22
36.152.200.0	36.152.207.255	2048	36.152.200.0/21
36.152.208.0	36.152.215.255	2048	36.152.208.0/21
36.152.224.0	36.152.231.255	2048	36.152.224.0/21
36.152.232.0	36.152.239.255	2048	36.152.232.0/21
36.152.240.0	36.152.247.255	2048	36.152.240.0/21
36.152.248.0	36.152.255.255	2048	36.152.248.0/21
36.153.0.0	36.153.7.255	2048	36.153.0.0/21
36.153.8.0	36.153.15.255	2048	36.153.8.0/21
36.153.16.0	36.153.23.255	2048	36.153.16.0/21
36.153.24.0	36.153.31.255	2048	36.153.24.0/21
36.153.32.0	36.153.47.255	4096	36.153.32.0/20
36.153.48.0	36.153.55.255	2048	36.153.48.0/21
36.153.56.0	36.153.63.255	2048	36.153.56.0/21
36.153.64.0	36.153.71.255	2048	36.153.64.0/21
36.153.72.0	36.153.79.255	2048	36.153.72.0/21
36.153.80.0	36.153.83.255	1024	36.153.80.0/22
36.153.84.0	36.153.85.255	512	36.153.84.0/23
36.153.86.0	36.153.86.255	256	36.153.86.0/24
36.153.86.0	36.153.87.255	512	36.153.86.0/23
36.153.87.0	36.153.87.255	256	36.153.87.0/24
36.153.88.0	36.153.95.255	2048	36.153.88.0/21
36.153.96.0	36.153.103.255	2048	36.153.96.0/21
36.153.104.0	36.153.111.255	2048	36.153.104.0/21
36.153.112.0	36.153.127.255	4096	36.153.112.0/20
36.153.128.0	36.153.135.255	2048	36.153.128.0/21
36.153.136.0	36.153.143.255	2048	36.153.136.0/21
36.153.144.0	36.153.151.255	2048	36.153.144.0/21
36.153.152.0	36.153.159.255	2048	36.153.152.0/21
36.153.160.0	36.153.167.255	2048	36.153.160.0/21
36.153.168.0	36.153.175.255	2048	36.153.168.0/21
36.153.176.0	36.153.183.255	2048	36.153.176.0/21
36.153.184.0	36.153.191.255	2048	36.153.184.0/21
36.153.192.0	36.153.207.255	4096	36.153.192.0/20
36.153.208.0	36.153.223.255	4096	36.153.208.0/20
36.153.224.0	36.153.255.255	8192	36.153.224.0/19
36.154.0.0	36.154.7.255	2048	36.154.0.0/21
36.154.8.0	36.154.15.255	2048	36.154.8.0/21
36.154.16.0	36.154.23.255	2048	36.154.16.0/21
36.154.24.0	36.154.31.255	2048	36.154.24.0/21
36.154.32.0	36.154.39.255	2048	36.154.32.0/21
36.154.40.0	36.154.47.255	2048	36.154.40.0/21
36.154.48.0	36.154.55.255	2048	36.154.48.0/21
36.154.56.0	36.154.63.255	2048	36.154.56.0/21
36.154.64.0	36.154.79.255	4096	36.154.64.0/20
36.154.80.0	36.154.87.255	2048	36.154.80.0/21
36.154.88.0	36.154.95.255	2048	36.154.88.0/21
36.154.96.0	36.154.103.255	2048	36.154.96.0/21
36.154.104.0	36.154.111.255	2048	36.154.104.0/21
36.154.112.0	36.154.119.255	2048	36.154.112.0/21
36.154.114.0	36.154.114.255	256	36.154.114.0/24
36.154.115.0	36.154.115.255	256	36.154.115.0/24
36.154.120.0	36.154.127.255	2048	36.154.120.0/21
36.154.128.0	36.154.135.255	2048	36.154.128.0/21
36.154.136.0	36.154.143.255	2048	36.154.136.0/21
36.154.141.0	36.154.141.255	256	36.154.141.0/24
36.154.160.0	36.154.167.255	2048	36.154.160.0/21
36.154.163.0	36.154.163.255	256	36.154.163.0/24
36.154.168.0	36.154.175.255	2048	36.154.168.0/21
36.154.176.0	36.154.183.255	2048	36.154.176.0/21
36.154.183.0	36.154.183.255	256	36.154.183.0/24
36.154.184.0	36.154.187.255	1024	36.154.184.0/22
36.154.187.0	36.154.187.255	256	36.154.187.0/24
36.154.188.0	36.154.191.255	1024	36.154.188.0/22
36.154.191.0	36.154.191.255	256	36.154.191.0/24
36.154.192.0	36.154.192.255	256	36.154.192.0/24
36.154.196.0	36.154.199.255	1024	36.154.196.0/22
36.154.200.0	36.154.207.255	2048	36.154.200.0/21
36.154.208.0	36.154.215.255	2048	36.154.208.0/21
36.154.216.0	36.154.223.255	2048	36.154.216.0/21
36.154.224.0	36.154.255.255	8192	36.154.224.0/19
36.155.0.0	36.155.63.255	16384	36.155.0.0/18
36.155.8.0	36.155.8.255	256	36.155.8.0/24
36.155.12.0	36.155.12.255	256	36.155.12.0/24
36.155.15.0	36.155.15.255	256	36.155.15.0/24
36.155.64.0	36.155.127.255	16384	36.155.64.0/18
36.155.90.0	36.155.91.255	512	36.155.90.0/23
36.155.92.0	36.155.92.255	256	36.155.92.0/24
36.155.109.0	36.155.109.255	256	36.155.109.0/24
36.155.110.0	36.155.111.255	512	36.155.110.0/23
36.155.112.0	36.155.115.255	1024	36.155.112.0/22
36.155.122.0	36.155.122.255	256	36.155.122.0/24
36.155.128.0	36.155.143.255	4096	36.155.128.0/20
36.155.144.0	36.155.151.255	2048	36.155.144.0/21
36.155.152.0	36.155.153.255	512	36.155.152.0/23
36.155.154.0	36.155.154.255	256	36.155.154.0/24
36.155.156.0	36.155.159.255	1024	36.155.156.0/22
36.155.160.0	36.155.191.255	8192	36.155.160.0/19
36.155.192.0	36.155.255.255	16384	36.155.192.0/18
36.156.0.0	36.156.255.255	65536	36.156.0.0/16
36.156.16.0	36.156.16.255	256	36.156.16.0/24
36.156.17.0	36.156.17.255	256	36.156.17.0/24
36.156.18.0	36.156.18.255	256	36.156.18.0/24
36.156.19.0	36.156.19.255	256	36.156.19.0/24
36.156.20.0	36.156.23.255	1024	36.156.20.0/22
36.156.24.0	36.156.27.255	1024	36.156.24.0/22
36.156.28.0	36.156.28.255	256	36.156.28.0/24
36.156.29.0	36.156.29.255	256	36.156.29.0/24
36.156.30.0	36.156.30.255	256	36.156.30.0/24
36.156.31.0	36.156.31.255	256	36.156.31.0/24
36.156.32.0	36.156.32.255	256	36.156.32.0/24
36.156.32.0	36.156.33.255	512	36.156.32.0/23
36.156.34.0	36.156.34.255	256	36.156.34.0/24
36.156.35.0	36.156.35.255	256	36.156.35.0/24
36.156.36.0	36.156.36.255	256	36.156.36.0/24
36.156.36.0	36.156.39.255	1024	36.156.36.0/22
36.156.37.0	36.156.37.255	256	36.156.37.0/24
36.156.38.0	36.156.38.255	256	36.156.38.0/24
36.156.39.0	36.156.39.255	256	36.156.39.0/24
36.156.40.0	36.156.47.255	2048	36.156.40.0/21
36.156.48.0	36.156.55.255	2048	36.156.48.0/21
36.156.56.0	36.156.56.255	256	36.156.56.0/24
36.156.57.0	36.156.57.255	256	36.156.57.0/24
36.156.58.0	36.156.58.255	256	36.156.58.0/24
36.156.58.0	36.156.59.255	512	36.156.58.0/23
36.156.59.0	36.156.59.255	256	36.156.59.0/24
36.156.60.0	36.156.60.255	256	36.156.60.0/24
36.156.61.0	36.156.61.255	256	36.156.61.0/24
36.156.64.0	36.156.79.255	4096	36.156.64.0/20
36.156.72.0	36.156.72.255	256	36.156.72.0/24
36.156.72.0	36.156.79.255	2048	36.156.72.0/21
36.156.73.0	36.156.73.255	256	36.156.73.0/24
36.156.80.0	36.156.87.255	2048	36.156.80.0/21
36.156.96.0	36.156.96.255	256	36.156.96.0/24
36.156.96.0	36.156.99.255	1024	36.156.96.0/22
36.156.97.0	36.156.97.255	256	36.156.97.0/24
36.156.100.0	36.156.101.255	512	36.156.100.0/23
36.156.104.0	36.156.107.255	1024	36.156.104.0/22
36.156.108.0	36.156.108.255	256	36.156.108.0/24
36.156.109.0	36.156.109.255	256	36.156.109.0/24
36.156.110.0	36.156.110.255	256	36.156.110.0/24
36.156.111.0	36.156.111.255	256	36.156.111.0/24
36.156.112.0	36.156.119.255	2048	36.156.112.0/21
36.156.114.0	36.156.114.255	256	36.156.114.0/24
36.156.120.0	36.156.121.255	512	36.156.120.0/23
36.156.120.0	36.156.127.255	2048	36.156.120.0/21
36.156.122.0	36.156.123.255	512	36.156.122.0/23
36.156.124.0	36.156.125.255	512	36.156.124.0/23
36.156.126.0	36.156.127.255	512	36.156.126.0/23
36.156.138.0	36.156.139.255	512	36.156.138.0/23
36.156.140.0	36.156.143.255	1024	36.156.140.0/22
36.156.144.0	36.156.145.255	512	36.156.144.0/23
36.156.150.0	36.156.151.255	512	36.156.150.0/23
36.156.152.0	36.156.159.255	2048	36.156.152.0/21
36.156.160.0	36.156.167.255	2048	36.156.160.0/21
36.156.168.0	36.156.175.255	2048	36.156.168.0/21
36.156.188.0	36.156.189.255	512	36.156.188.0/23
36.156.190.0	36.156.191.255	512	36.156.190.0/23
36.156.192.0	36.156.207.255	4096	36.156.192.0/20
36.156.200.0	36.156.200.255	256	36.156.200.0/24
36.156.203.0	36.156.203.255	256	36.156.203.0/24
36.156.208.0	36.156.208.255	256	36.156.208.0/24
36.156.208.0	36.156.209.255	512	36.156.208.0/23
36.156.209.0	36.156.209.255	256	36.156.209.0/24
36.156.213.0	36.156.213.255	256	36.156.213.0/24
36.156.216.0	36.156.216.255	256	36.156.216.0/24
36.156.217.0	36.156.217.255	256	36.156.217.0/24
36.156.218.0	36.156.218.255	256	36.156.218.0/24
36.156.219.0	36.156.219.255	256	36.156.219.0/24
36.156.220.0	36.156.220.255	256	36.156.220.0/24
36.156.221.0	36.156.221.255	256	36.156.221.0/24
36.156.222.0	36.156.222.255	256	36.156.222.0/24
36.156.223.0	36.156.223.255	256	36.156.223.0/24
36.157.0.0	36.157.0.255	256	36.157.0.0/24
36.157.0.0	36.157.127.255	32768	36.157.0.0/17
36.157.0.0	36.157.255.255	65536	36.157.0.0/16
36.157.1.0	36.157.1.255	256	36.157.1.0/24
36.157.2.0	36.157.2.255	256	36.157.2.0/24
36.157.3.0	36.157.3.255	256	36.157.3.0/24
36.157.4.0	36.157.4.255	256	36.157.4.0/24
36.157.5.0	36.157.5.255	256	36.157.5.0/24
36.157.6.0	36.157.6.255	256	36.157.6.0/24
36.157.7.0	36.157.7.255	256	36.157.7.0/24
36.157.8.0	36.157.8.255	256	36.157.8.0/24
36.157.9.0	36.157.9.255	256	36.157.9.0/24
36.157.10.0	36.157.10.255	256	36.157.10.0/24
36.157.11.0	36.157.11.255	256	36.157.11.0/24
36.157.12.0	36.157.12.255	256	36.157.12.0/24
36.157.13.0	36.157.13.255	256	36.157.13.0/24
36.157.14.0	36.157.14.255	256	36.157.14.0/24
36.157.15.0	36.157.15.255	256	36.157.15.0/24
36.157.16.0	36.157.16.255	256	36.157.16.0/24
36.157.17.0	36.157.17.255	256	36.157.17.0/24
36.157.18.0	36.157.18.255	256	36.157.18.0/24
36.157.19.0	36.157.19.255	256	36.157.19.0/24
36.157.20.0	36.157.20.255	256	36.157.20.0/24
36.157.21.0	36.157.21.255	256	36.157.21.0/24
36.157.22.0	36.157.22.255	256	36.157.22.0/24
36.157.23.0	36.157.23.255	256	36.157.23.0/24
36.157.24.0	36.157.24.255	256	36.157.24.0/24
36.157.25.0	36.157.25.255	256	36.157.25.0/24
36.157.26.0	36.157.26.255	256	36.157.26.0/24
36.157.27.0	36.157.27.255	256	36.157.27.0/24
36.157.32.0	36.157.32.255	256	36.157.32.0/24
36.157.33.0	36.157.33.255	256	36.157.33.0/24
36.157.34.0	36.157.34.255	256	36.157.34.0/24
36.157.35.0	36.157.35.255	256	36.157.35.0/24
36.157.36.0	36.157.36.255	256	36.157.36.0/24
36.157.37.0	36.157.37.255	256	36.157.37.0/24
36.157.38.0	36.157.38.255	256	36.157.38.0/24
36.157.39.0	36.157.39.255	256	36.157.39.0/24
36.157.40.0	36.157.40.255	256	36.157.40.0/24
36.157.41.0	36.157.41.255	256	36.157.41.0/24
36.157.42.0	36.157.42.255	256	36.157.42.0/24
36.157.43.0	36.157.43.255	256	36.157.43.0/24
36.157.44.0	36.157.44.255	256	36.157.44.0/24
36.157.45.0	36.157.45.255	256	36.157.45.0/24
36.157.46.0	36.157.46.255	256	36.157.46.0/24
36.157.47.0	36.157.47.255	256	36.157.47.0/24
36.157.48.0	36.157.48.255	256	36.157.48.0/24
36.157.49.0	36.157.49.255	256	36.157.49.0/24
36.157.50.0	36.157.50.255	256	36.157.50.0/24
36.157.51.0	36.157.51.255	256	36.157.51.0/24
36.157.52.0	36.157.52.255	256	36.157.52.0/24
36.157.53.0	36.157.53.255	256	36.157.53.0/24
36.157.54.0	36.157.54.255	256	36.157.54.0/24
36.157.55.0	36.157.55.255	256	36.157.55.0/24
36.157.56.0	36.157.56.255	256	36.157.56.0/24
36.157.57.0	36.157.57.255	256	36.157.57.0/24
36.157.58.0	36.157.58.255	256	36.157.58.0/24
36.157.59.0	36.157.59.255	256	36.157.59.0/24
36.157.60.0	36.157.60.255	256	36.157.60.0/24
36.157.61.0	36.157.61.255	256	36.157.61.0/24
36.157.62.0	36.157.62.255	256	36.157.62.0/24
36.157.63.0	36.157.63.255	256	36.157.63.0/24
36.157.64.0	36.157.64.255	256	36.157.64.0/24
36.157.65.0	36.157.65.255	256	36.157.65.0/24
36.157.66.0	36.157.66.255	256	36.157.66.0/24
36.157.67.0	36.157.67.255	256	36.157.67.0/24
36.157.68.0	36.157.68.255	256	36.157.68.0/24
36.157.69.0	36.157.69.255	256	36.157.69.0/24
36.157.70.0	36.157.70.255	256	36.157.70.0/24
36.157.71.0	36.157.71.255	256	36.157.71.0/24
36.157.72.0	36.157.72.255	256	36.157.72.0/24
36.157.73.0	36.157.73.255	256	36.157.73.0/24
36.157.74.0	36.157.74.255	256	36.157.74.0/24
36.157.75.0	36.157.75.255	256	36.157.75.0/24
36.157.76.0	36.157.76.255	256	36.157.76.0/24
36.157.77.0	36.157.77.255	256	36.157.77.0/24
36.157.78.0	36.157.78.255	256	36.157.78.0/24
36.157.79.0	36.157.79.255	256	36.157.79.0/24
36.157.80.0	36.157.80.255	256	36.157.80.0/24
36.157.81.0	36.157.81.255	256	36.157.81.0/24
36.157.82.0	36.157.82.255	256	36.157.82.0/24
36.157.83.0	36.157.83.255	256	36.157.83.0/24
36.157.84.0	36.157.84.255	256	36.157.84.0/24
36.157.85.0	36.157.85.255	256	36.157.85.0/24
36.157.86.0	36.157.86.255	256	36.157.86.0/24
36.157.87.0	36.157.87.255	256	36.157.87.0/24
36.157.88.0	36.157.88.255	256	36.157.88.0/24
36.157.89.0	36.157.89.255	256	36.157.89.0/24
36.157.90.0	36.157.90.255	256	36.157.90.0/24
36.157.91.0	36.157.91.255	256	36.157.91.0/24
36.157.92.0	36.157.92.255	256	36.157.92.0/24
36.157.93.0	36.157.93.255	256	36.157.93.0/24
36.157.94.0	36.157.94.255	256	36.157.94.0/24
36.157.95.0	36.157.95.255	256	36.157.95.0/24
36.157.96.0	36.157.96.255	256	36.157.96.0/24
36.157.97.0	36.157.97.255	256	36.157.97.0/24
36.157.98.0	36.157.98.255	256	36.157.98.0/24
36.157.99.0	36.157.99.255	256	36.157.99.0/24
36.157.100.0	36.157.100.255	256	36.157.100.0/24
36.157.101.0	36.157.101.255	256	36.157.101.0/24
36.157.102.0	36.157.102.255	256	36.157.102.0/24
36.157.104.0	36.157.104.255	256	36.157.104.0/24
36.157.105.0	36.157.105.255	256	36.157.105.0/24
36.157.106.0	36.157.106.255	256	36.157.106.0/24
36.157.107.0	36.157.107.255	256	36.157.107.0/24
36.157.108.0	36.157.108.255	256	36.157.108.0/24
36.157.109.0	36.157.109.255	256	36.157.109.0/24
36.157.110.0	36.157.110.255	256	36.157.110.0/24
36.157.111.0	36.157.111.255	256	36.157.111.0/24
36.157.112.0	36.157.112.255	256	36.157.112.0/24
36.157.113.0	36.157.113.255	256	36.157.113.0/24
36.157.114.0	36.157.114.255	256	36.157.114.0/24
36.157.115.0	36.157.115.255	256	36.157.115.0/24
36.157.116.0	36.157.116.255	256	36.157.116.0/24
36.157.117.0	36.157.117.255	256	36.157.117.0/24
36.157.118.0	36.157.118.255	256	36.157.118.0/24
36.157.119.0	36.157.119.255	256	36.157.119.0/24
36.157.120.0	36.157.120.255	256	36.157.120.0/24
36.157.121.0	36.157.121.255	256	36.157.121.0/24
36.157.122.0	36.157.122.255	256	36.157.122.0/24
36.157.123.0	36.157.123.255	256	36.157.123.0/24
36.157.124.0	36.157.124.255	256	36.157.124.0/24
36.157.125.0	36.157.125.255	256	36.157.125.0/24
36.157.126.0	36.157.126.255	256	36.157.126.0/24
36.157.127.0	36.157.127.255	256	36.157.127.0/24
36.157.128.0	36.157.128.255	256	36.157.128.0/24
36.157.128.0	36.157.159.255	8192	36.157.128.0/19
36.157.129.0	36.157.129.255	256	36.157.129.0/24
36.157.130.0	36.157.130.255	256	36.157.130.0/24
36.157.131.0	36.157.131.255	256	36.157.131.0/24
36.157.132.0	36.157.132.255	256	36.157.132.0/24
36.157.133.0	36.157.133.255	256	36.157.133.0/24
36.157.134.0	36.157.134.255	256	36.157.134.0/24
36.157.135.0	36.157.135.255	256	36.157.135.0/24
36.157.136.0	36.157.136.255	256	36.157.136.0/24
36.157.137.0	36.157.137.255	256	36.157.137.0/24
36.157.138.0	36.157.138.255	256	36.157.138.0/24
36.157.139.0	36.157.139.255	256	36.157.139.0/24
36.157.140.0	36.157.140.255	256	36.157.140.0/24
36.157.141.0	36.157.141.255	256	36.157.141.0/24
36.157.142.0	36.157.142.255	256	36.157.142.0/24
36.157.143.0	36.157.143.255	256	36.157.143.0/24
36.157.144.0	36.157.144.255	256	36.157.144.0/24
36.157.145.0	36.157.145.255	256	36.157.145.0/24
36.157.146.0	36.157.146.255	256	36.157.146.0/24
36.157.147.0	36.157.147.255	256	36.157.147.0/24
36.157.148.0	36.157.148.255	256	36.157.148.0/24
36.157.149.0	36.157.149.255	256	36.157.149.0/24
36.157.150.0	36.157.150.255	256	36.157.150.0/24
36.157.151.0	36.157.151.255	256	36.157.151.0/24
36.157.152.0	36.157.152.255	256	36.157.152.0/24
36.157.153.0	36.157.153.255	256	36.157.153.0/24
36.157.154.0	36.157.154.255	256	36.157.154.0/24
36.157.155.0	36.157.155.255	256	36.157.155.0/24
36.157.156.0	36.157.156.255	256	36.157.156.0/24
36.157.157.0	36.157.157.255	256	36.157.157.0/24
36.157.158.0	36.157.158.255	256	36.157.158.0/24
36.157.159.0	36.157.159.255	256	36.157.159.0/24
36.157.160.0	36.157.160.255	256	36.157.160.0/24
36.157.160.0	36.157.167.255	2048	36.157.160.0/21
36.157.161.0	36.157.161.255	256	36.157.161.0/24
36.157.162.0	36.157.162.255	256	36.157.162.0/24
36.157.163.0	36.157.163.255	256	36.157.163.0/24
36.157.164.0	36.157.164.255	256	36.157.164.0/24
36.157.165.0	36.157.165.255	256	36.157.165.0/24
36.157.166.0	36.157.166.255	256	36.157.166.0/24
36.157.167.0	36.157.167.255	256	36.157.167.0/24
36.157.168.0	36.157.168.255	256	36.157.168.0/24
36.157.168.0	36.157.175.255	2048	36.157.168.0/21
36.157.169.0	36.157.169.255	256	36.157.169.0/24
36.157.170.0	36.157.170.255	256	36.157.170.0/24
36.157.171.0	36.157.171.255	256	36.157.171.0/24
36.157.172.0	36.157.172.255	256	36.157.172.0/24
36.157.173.0	36.157.173.255	256	36.157.173.0/24
36.157.174.0	36.157.174.255	256	36.157.174.0/24
36.157.175.0	36.157.175.255	256	36.157.175.0/24
36.157.176.0	36.157.176.255	256	36.157.176.0/24
36.157.176.0	36.157.191.255	4096	36.157.176.0/20
36.157.178.0	36.157.178.255	256	36.157.178.0/24
36.157.179.0	36.157.179.255	256	36.157.179.0/24
36.157.184.0	36.157.184.255	256	36.157.184.0/24
36.157.185.0	36.157.185.255	256	36.157.185.0/24
36.157.186.0	36.157.186.255	256	36.157.186.0/24
36.157.187.0	36.157.187.255	256	36.157.187.0/24
36.157.190.0	36.157.190.255	256	36.157.190.0/24
36.157.191.0	36.157.191.255	256	36.157.191.0/24
36.157.192.0	36.157.192.255	256	36.157.192.0/24
36.157.192.0	36.157.255.255	16384	36.157.192.0/18
36.157.193.0	36.157.193.255	256	36.157.193.0/24
36.157.194.0	36.157.194.255	256	36.157.194.0/24
36.157.195.0	36.157.195.255	256	36.157.195.0/24
36.157.196.0	36.157.196.255	256	36.157.196.0/24
36.157.197.0	36.157.197.255	256	36.157.197.0/24
36.157.198.0	36.157.198.255	256	36.157.198.0/24
36.157.199.0	36.157.199.255	256	36.157.199.0/24
36.157.200.0	36.157.200.255	256	36.157.200.0/24
36.157.201.0	36.157.201.255	256	36.157.201.0/24
36.157.202.0	36.157.202.255	256	36.157.202.0/24
36.157.203.0	36.157.203.255	256	36.157.203.0/24
36.157.204.0	36.157.204.255	256	36.157.204.0/24
36.157.205.0	36.157.205.255	256	36.157.205.0/24
36.157.206.0	36.157.206.255	256	36.157.206.0/24
36.157.207.0	36.157.207.255	256	36.157.207.0/24
36.157.208.0	36.157.208.255	256	36.157.208.0/24
36.157.209.0	36.157.209.255	256	36.157.209.0/24
36.157.210.0	36.157.210.255	256	36.157.210.0/24
36.157.211.0	36.157.211.255	256	36.157.211.0/24
36.157.212.0	36.157.212.255	256	36.157.212.0/24
36.157.213.0	36.157.213.255	256	36.157.213.0/24
36.157.214.0	36.157.214.255	256	36.157.214.0/24
36.157.215.0	36.157.215.255	256	36.157.215.0/24
36.157.216.0	36.157.216.255	256	36.157.216.0/24
36.157.217.0	36.157.217.255	256	36.157.217.0/24
36.157.218.0	36.157.218.255	256	36.157.218.0/24
36.157.219.0	36.157.219.255	256	36.157.219.0/24
36.157.220.0	36.157.220.255	256	36.157.220.0/24
36.157.221.0	36.157.221.255	256	36.157.221.0/24
36.157.222.0	36.157.222.255	256	36.157.222.0/24
36.157.223.0	36.157.223.255	256	36.157.223.0/24
36.157.224.0	36.157.224.255	256	36.157.224.0/24
36.157.225.0	36.157.225.255	256	36.157.225.0/24
36.157.226.0	36.157.226.255	256	36.157.226.0/24
36.157.227.0	36.157.227.255	256	36.157.227.0/24
36.157.228.0	36.157.228.255	256	36.157.228.0/24
36.157.229.0	36.157.229.255	256	36.157.229.0/24
36.157.230.0	36.157.230.255	256	36.157.230.0/24
36.157.231.0	36.157.231.255	256	36.157.231.0/24
36.157.232.0	36.157.232.255	256	36.157.232.0/24
36.157.233.0	36.157.233.255	256	36.157.233.0/24
36.157.234.0	36.157.234.255	256	36.157.234.0/24
36.157.235.0	36.157.235.255	256	36.157.235.0/24
36.157.236.0	36.157.236.255	256	36.157.236.0/24
36.157.237.0	36.157.237.255	256	36.157.237.0/24
36.157.238.0	36.157.238.255	256	36.157.238.0/24
36.157.239.0	36.157.239.255	256	36.157.239.0/24
36.157.240.0	36.157.240.255	256	36.157.240.0/24
36.157.241.0	36.157.241.255	256	36.157.241.0/24
36.157.242.0	36.157.242.255	256	36.157.242.0/24
36.157.244.0	36.157.244.255	256	36.157.244.0/24
36.157.245.0	36.157.245.255	256	36.157.245.0/24
36.157.246.0	36.157.246.255	256	36.157.246.0/24
36.157.247.0	36.157.247.255	256	36.157.247.0/24
36.157.248.0	36.157.248.255	256	36.157.248.0/24
36.157.249.0	36.157.249.255	256	36.157.249.0/24
36.157.250.0	36.157.250.255	256	36.157.250.0/24
36.157.251.0	36.157.251.255	256	36.157.251.0/24
36.157.252.0	36.157.252.255	256	36.157.252.0/24
36.158.0.0	36.158.0.255	256	36.158.0.0/24
36.158.0.0	36.158.255.255	65536	36.158.0.0/16
36.158.1.0	36.158.1.255	256	36.158.1.0/24
36.158.4.0	36.158.4.255	256	36.158.4.0/24
36.158.5.0	36.158.5.255	256	36.158.5.0/24
36.158.6.0	36.158.6.255	256	36.158.6.0/24
36.158.7.0	36.158.7.255	256	36.158.7.0/24
36.158.16.0	36.158.16.255	256	36.158.16.0/24
36.158.17.0	36.158.17.255	256	36.158.17.0/24
36.158.18.0	36.158.18.255	256	36.158.18.0/24
36.158.19.0	36.158.19.255	256	36.158.19.0/24
36.158.20.0	36.158.20.255	256	36.158.20.0/24
36.158.21.0	36.158.21.255	256	36.158.21.0/24
36.158.22.0	36.158.22.255	256	36.158.22.0/24
36.158.24.0	36.158.24.255	256	36.158.24.0/24
36.158.25.0	36.158.25.255	256	36.158.25.0/24
36.158.26.0	36.158.26.255	256	36.158.26.0/24
36.158.27.0	36.158.27.255	256	36.158.27.0/24
36.158.28.0	36.158.28.255	256	36.158.28.0/24
36.158.29.0	36.158.29.255	256	36.158.29.0/24
36.158.32.0	36.158.32.255	256	36.158.32.0/24
36.158.32.0	36.158.39.255	2048	36.158.32.0/21
36.158.32.0	36.158.47.255	4096	36.158.32.0/20
36.158.41.0	36.158.41.255	256	36.158.41.0/24
36.158.48.0	36.158.55.255	2048	36.158.48.0/21
36.158.55.0	36.158.55.255	256	36.158.55.0/24
36.158.56.0	36.158.63.255	2048	36.158.56.0/21
36.158.57.0	36.158.57.255	256	36.158.57.0/24
36.158.64.0	36.158.71.255	2048	36.158.64.0/21
36.158.64.0	36.158.127.255	16384	36.158.64.0/18
36.158.72.0	36.158.79.255	2048	36.158.72.0/21
36.158.80.0	36.158.87.255	2048	36.158.80.0/21
36.158.88.0	36.158.91.255	1024	36.158.88.0/22
36.158.89.0	36.158.89.255	256	36.158.89.0/24
36.158.90.0	36.158.90.255	256	36.158.90.0/24
36.158.91.0	36.158.91.255	256	36.158.91.0/24
36.158.92.0	36.158.92.255	256	36.158.92.0/24
36.158.92.0	36.158.93.255	512	36.158.92.0/23
